,Player,Team,Pos,PassYds,PassTDs,Ints,RushYds,RushTDs,FumLost,G,Rec,RecYds,RecTDs,Opp,Week,TeamRec/G,TeamPassYds/G,TeamPassTDs/G,TeamInts/G,TeamRushTDs/G,TeamRushYds/G,% of TeamPassYds,% of TeamPassTDs,% of TeamInts,% of TeamRushYds,% of TeamRushTDs,% of TeamRec,% of TeamRecYds,% of TeamRecTDs,RecAllowed/G,PassYdsAllowed/G,PassTDsAllowed/G,IntsCaused/G,RushTDsAllowed/G,RushYdsAllowed/G,DI PassYds,DI PassTDs,DI Ints,DI RushYds,DI RushTDs,DI Rec,DI RecYds,DI RecTDs,HPPR Average Performance,HPPR Defense Ceiling,HPPR Opportunity Differential,PPR Average Performance,PPR Defense Ceiling,PPR Opportunity Differential
323,Raheem Mostert,SF,RB,0,0,0,74,0.5,0,2,6,55,0.5,NYG,3,20.5,230.5,2,0.5,1,152.5,0,0,0,0.485245901639344,0.5,0.292682926829268,0.238611713665944,0.25,19.5,209.5,2.5,1,0,138,0,0,0,66.9639344262295,0,5.70731707317073,49.9891540130152,0.625,21.9,18.2989673805098,-3.60103261949016,24.9,21.1526259170952,-3.74737408290479
324,DeSean Jackson,PHI,WR,0,0,0,0,0,0,2,8,55,0,CIN,3,25,256,1,2,1,89,0,0,0,0,0,0.32,0.21484375,0,16,213.5,1,0.5,2,185,0,0,0,0,0,5.12,45.869140625,0,9.5,7.1469140625,-2.3530859375,13.5,9.7069140625,-3.7930859375
325,Tyler Boyd,CIN,WR,0,0,0,0,0,0,2,11,52.5,0.5,PHI,3,30,254.5,1.5,0.5,0.5,95,0,0,0,0,0,0.366666666666667,0.206286836935167,0.333333333333333,18.5,222.5,2,0,2,135.5,0,0,0,0,0,6.78333333333333,45.8988212180747,0.666666666666667,13.75,11.9815487884741,-1.76845121152587,19.25,15.3732154551408,-3.8767845448592
326,Aaron Rodgers,GB,QB,302,3,0,7,0,0,2,0,0,0,NO,3,25,302,3,0,1.5,208.5,1,1,0,0.033573141486811,0,0,0,0,25.5,260.5,2.5,1,1,101,260.5,2.5,0,3.39088729016787,0,0,0,0,24.78,20.7590887290168,-4.02091127098321,24.78,20.7590887290168,-4.02091127098321
327,David Johnson,HOU,RB,0,0,0,55.5,0.5,0,2,5,24,0,PIT,3,22.5,264,1,1,1,84.5,0,0,0,0.656804733727811,0.5,0.222222222222222,0.090909090909091,0,22.5,277.5,2,1.5,0,66.5,0,0,0,43.6775147928994,0,5,25.2272727272727,0,13.45,9.39047875201721,-4.05952124798279,15.95,11.8904787520172,-4.05952124798279
328,Julio Jones,ATL,WR,0,0,0,0,0,0,2,11,90.5,0,CHI,3,30.5,361.5,3,0.5,0.5,92.5,0,0,0,0,0,0.360655737704918,0.250345781466113,0,24.5,269,0.5,1,1,106.5,0,0,0,0,0,8.83606557377049,67.3430152143845,0,14.55,11.1523343083237,-3.3976656916763,20.05,15.5703670952089,-4.47963290479106
329,JuJu Smith-Schuster,PIT,WR,0,0,0,0,0,0,2,13,58.5,1,HOU,3,25,270,2.5,0.5,0.5,125,0,0,0,0,0,0.52,0.216666666666667,0.4,21,207.5,2,0,1,198,0,0,0,0,0,10.92,44.9583333333333,0.8,18.35,14.7558333333333,-3.59416666666667,24.85,20.2158333333333,-4.63416666666667
330,Tyler Lockett,SEA,WR,0,0,0,0,0,0,2,15,79.5,0.5,DAL,3,26,305,4.5,0.5,0.5,119,0,0,0,0,0,0.576923076923077,0.260655737704918,0.111111111111111,22,274,2,0.5,1,133,0,0,0,0,0,12.6923076923077,71.4196721311475,0.222222222222222,18.45,14.8214543926019,-3.62854560739806,25.95,21.1676082387558,-4.78239176124422
331,Dallas Goedert,PHI,TE,0,0,0,0,0,0,2,12,65.5,0.5,CIN,3,25,256,1,2,1,89,0,0,0,0,0,0.48,0.255859375,0.5,16,213.5,1,0.5,2,185,0,0,0,0,0,7.68,54.6259765625,0.5,15.55,12.30259765625,-3.24740234375,21.55,16.14259765625,-5.40740234375
332,Tyreek Hill,KC,WR,0,0,0,4.5,0,0,2,10,72.5,1,BAL,3,25.5,256.5,2.5,0,0.5,145.5,0,0,0,0.030927835051546,0,0.392156862745098,0.282651072124756,0.4,23,232,1,1,0,94.5,0,0,0,2.92268041237113,0,9.01960784313726,65.5750487329435,0.4,18.7,13.7595768361001,-4.94042316389991,23.7,18.2693807576687,-5.43061924233129
333,Hayden Hurst,ATL,TE,0,0,0,0,0,0,2,8,55,0.5,CHI,3,30.5,361.5,3,0.5,0.5,92.5,0,0,0,0,0,0.262295081967213,0.152143845089903,0.166666666666667,24.5,269,0.5,1,1,106.5,0,0,0,0,0,6.42622950819672,40.926694329184,0.083333333333333,12.5,7.80578418701676,-4.69421581298324,16.5,11.0188989411151,-5.48110105888488
334,D.K. Metcalf,SEA,WR,0,0,0,0,0,0,2,8,93.5,1,DAL,3,26,305,4.5,0.5,0.5,119,0,0,0,0,0,0.307692307692308,0.30655737704918,0.222222222222222,22,274,2,0.5,1,133,0,0,0,0,0,6.76923076923077,83.9967213114754,0.444444444444444,19.35,14.4509541824296,-4.89904581757041,23.35,17.835569567045,-5.51443043295502
335,Malcolm Brown,LAR,RB,0,0,0,63,1,0,2,3,15.5,0,BUF,3,20,271,1.5,0.5,2,172,0,0,0,0.366279069767442,0.5,0.15,0.05719557195572,0,26,271.5,1.5,0.5,1,75.5,0,0,0,27.6540697674419,0.5,3.9,15.5285977859779,0,15.35,9.26826675534197,-6.08173324465803,16.85,11.218266755342,-5.63173324465803
336,Travis Kelce,KC,TE,0,0,0,0,0,0,2,15,70,1,BAL,3,25.5,256.5,2.5,0,0.5,145.5,0,0,0,0,0,0.588235294117647,0.272904483430799,0.4,23,232,1,1,0,94.5,0,0,0,0,0,13.5294117647059,63.3138401559454,0.4,20.5,15.4960898979475,-5.00391010205252,28,22.2607957803004,-5.73920421969957
337,Chris Carson,SEA,RB,0,0,0,46.5,0,0,2,9,40.5,1.5,DAL,3,26,305,4.5,0.5,0.5,119,0,0,0,0.390756302521008,0,0.346153846153846,0.132786885245902,0.333333333333333,22,274,2,0.5,1,133,0,0,0,51.9705882352941,0,7.61538461538462,36.383606557377,0.666666666666667,22.2,16.6431117869594,-5.55688821304058,26.7,20.4508040946517,-6.24919590534827
338,Clyde Edwards-Helaire,KC,RB,0,0,0,88,0.5,0,2,6,16,0,BAL,3,25.5,256.5,2.5,0,0.5,145.5,0,0,0,0.604810996563574,1,0.235294117647059,0.062378167641326,0,23,232,1,1,0,94.5,0,0,0,57.1546391752577,0,5.41176470588235,14.4717348927875,0,16.4,9.8685197597457,-6.5314802402543,19.4,12.5744021126869,-6.82559788731312
339,Russell Gage,ATL,WR,0,0,0,0,0,0,2,15,80,0.5,CHI,3,30.5,361.5,3,0.5,0.5,92.5,0,0,0,0,0,0.491803278688525,0.221300138312586,0.166666666666667,24.5,269,0.5,1,1,106.5,0,0,0,0,0,12.0491803278689,59.5297372060857,0.083333333333333,18.5,12.477563884543,-6.022436115457,26,18.5021540484774,-7.49784595152257
340,Stefon Diggs,BUF,WR,0,0,0,0,0,0,2,16,119.5,0.5,LAR,3,28.5,364.5,3,0,0.5,104.5,0,0,0,0,0,0.56140350877193,0.327846364883402,0.166666666666667,25.5,254,0.5,1,1.5,128.5,0,0,0,0,0,14.3157894736842,83.2729766803841,0.083333333333333,22.95,15.9851924048805,-6.96480759511949,30.95,23.1430871417226,-7.80691285827739
341,Patrick Mahomes II,KC,QB,256.5,2.5,0,27,0,0,2,0,0,0,BAL,3,25.5,256.5,2.5,0,0.5,145.5,1,1,0,0.185567010309278,0,0,0,0,23,232,1,1,0,94.5,232,1,0,17.5360824742268,0,0,0,0,22.96,15.0336082474227,-7.92639175257732,22.96,15.0336082474227,-7.92639175257732
342,John Brown,BUF,WR,0,0,0,0,0,0,2,10,76,1,LAR,3,28.5,364.5,3,0,0.5,104.5,0,0,0,0,0,0.350877192982456,0.208504801097394,0.333333333333333,25.5,254,0.5,1,1.5,128.5,0,0,0,0,0,8.94736842105263,52.960219478738,0.166666666666667,18.6,10.7697061584001,-7.83029384159989,23.6,15.2433903689264,-8.35660963107357
343,Josh Jacobs,LV,RB,0,0,0,90.5,1.5,0,2,7,31.5,0,NE,3,25,260.5,2,0,2,124.5,0,0,0,0.726907630522088,0.75,0.28,0.120921305182342,0,20.5,239.5,2.5,2,0.5,120.5,0,0,0,87.5923694779116,0.375,5.74,28.9606525911708,0,24.7,16.7753022069082,-7.92469779309176,28.2,19.6453022069082,-8.55469779309176
344,Christian McCaffrey,CAR,RB,0,0,0,77.5,2,0,2,7,33.5,0,LAC,3,27.5,318,0.5,1,2,108,0,0,0,0.717592592592593,1,0.254545454545454,0.105345911949686,0,25,247.5,1,0.5,0.5,123.5,0,0,0,88.6226851851852,0.5,6.36363636363636,26.0731132075472,0,26.6,17.6513980210914,-8.94860197890858,30.1,20.8332162029096,-9.2667837970904
345,Aaron Jones,GB,RB,0,0,0,117,1.5,0,2,8,39,0.5,NO,3,25,302,3,0,1.5,208.5,0,0,0,0.561151079136691,1,0.32,0.129139072847682,0.166666666666667,25.5,260.5,2.5,1,1,101,0,0,0,56.6762589928057,1,8.16,33.6407284768212,0.416666666666667,31.6,21.6116987469627,-9.98830125303731,35.6,25.6916987469627,-9.90830125303731
346,Russell Wilson,SEA,QB,305,4.5,1,34,0,0,2,0,0,0,DAL,3,26,305,4.5,0.5,0.5,119,1,1,2,0.285714285714286,0,0,0,0,22,274,2,0.5,1,133,274,2,1,38,0,0,0,0,32.6,21.76,-10.84,32.6,21.76,-10.84
347,Matt Ryan,ATL,QB,361.5,3,1,7.5,0,0,2,0,0,0,CHI,3,30.5,361.5,3,0.5,0.5,92.5,1,1,2,0.081081081081081,0,0,0,0,24.5,269,0.5,1,1,106.5,269,0.5,2,8.63513513513514,0,0,0,0,26.21,11.6235135135135,-14.5864864864865,26.21,11.6235135135135,-14.5864864864865
348,Calvin Ridley,ATL,WR,0,0,0,-0.5,0,0,2,16,119.5,2,CHI,3,30.5,361.5,3,0.5,0.5,92.5,0,0,0,-0.005405405405405,0,0.524590163934426,0.330567081604426,0.666666666666667,24.5,269,0.5,1,1,106.5,0,0,0,-0.575675675675676,0,12.8524590163934,88.9225449515906,0.333333333333333,31.9,17.2609164357882,-14.6390835642118,39.9,23.6871459439849,-16.2128540560151
